year,state,county,FIPS,candidate,party,candidatevotes,totalvotes,relative_votes
2012,Georgia,Thomas,13275,Mitt Romney,republican,11156.0,18953,59.312031474294216
2012,Georgia,Tift,13277,Barack Obama,democrat,4660.0,13927,33.658360418923806
2012,Georgia,Tift,13277,Mitt Romney,republican,9185.0,13927,66.34163958107621
2012,Georgia,Toombs,13279,Barack Obama,democrat,2746.0,9344,29.622437971952532
2012,Georgia,Toombs,13279,Mitt Romney,republican,6524.0,9344,70.37756202804745
2012,Georgia,Towns,13281,Barack Obama,democrat,1273.0,6211,20.702553260692795
2012,Georgia,Towns,13281,Mitt Romney,republican,4876.0,6211,79.2974467393072
2012,Georgia,Treutlen,13283,Barack Obama,democrat,1074.0,2750,39.398385913426274
2012,Georgia,Treutlen,13283,Mitt Romney,republican,1652.0,2750,60.601614086573726
2012,Georgia,Troup,13285,Barack Obama,democrat,10547.0,25986,40.99743450206017
2012,Georgia,Troup,13285,Mitt Romney,republican,15179.0,25986,59.00256549793983
2012,Georgia,Turner,13287,Barack Obama,democrat,1510.0,3559,42.679479932165066
2012,Georgia,Turner,13287,Mitt Romney,republican,2028.0,3559,57.32052006783493
2012,Georgia,Twiggs,13289,Barack Obama,democrat,2270.0,4202,54.34522384486474
2012,Georgia,Twiggs,13289,Mitt Romney,republican,1907.0,4202,45.654776155135266
2012,Georgia,Union,13291,Barack Obama,democrat,2139.0,11079,19.602272727272727
2012,Georgia,Union,13291,Mitt Romney,republican,8773.0,11079,80.39772727272727
2012,Georgia,Upson,13293,Barack Obama,democrat,3959.0,11263,35.382965412458674
2012,Georgia,Upson,13293,Mitt Romney,republican,7230.0,11263,64.61703458754134
2012,Georgia,Walker,13295,Barack Obama,democrat,5274.0,21896,24.50629617582826
2012,Georgia,Walker,13295,Mitt Romney,republican,16247.0,21896,75.49370382417175
2012,Georgia,Walton,13297,Barack Obama,democrat,8148.0,37612,21.912650602409638
2012,Georgia,Walton,13297,Mitt Romney,republican,29036.0,37612,78.08734939759036
2012,Georgia,Ware,13299,Barack Obama,democrat,3900.0,11939,32.93640739802382
2012,Georgia,Ware,13299,Mitt Romney,republican,7941.0,11939,67.06359260197617
2012,Georgia,Warren,13301,Barack Obama,democrat,1529.0,2526,60.69868995633188
2012,Georgia,Warren,13301,Mitt Romney,republican,990.0,2526,39.30131004366813
2012,Georgia,Washington,13303,Barack Obama,democrat,4714.0,8808,53.88044347925477
2012,Georgia,Washington,13303,Mitt Romney,republican,4035.0,8808,46.11955652074523
2012,Georgia,Wayne,13305,Barack Obama,democrat,2596.0,10269,25.568797399783314
2012,Georgia,Wayne,13305,Mitt Romney,republican,7557.0,10269,74.43120260021668
2012,Georgia,Webster,13307,Barack Obama,democrat,582.0,1187,49.19695688926458
2012,Georgia,Webster,13307,Mitt Romney,republican,601.0,1187,50.80304311073542
2012,Georgia,Wheeler,13309,Barack Obama,democrat,772.0,2160,36.108512628624894
2012,Georgia,Wheeler,13309,Mitt Romney,republican,1366.0,2160,63.89148737137511
2012,Georgia,White,13311,Barack Obama,democrat,1671.0,10488,16.188723115675256
2012,Georgia,White,13311,Mitt Romney,republican,8651.0,10488,83.81127688432473
2012,Georgia,Whitfield,13313,Barack Obama,democrat,7210.0,26876,27.19215538374505
2012,Georgia,Whitfield,13313,Mitt Romney,republican,19305.0,26876,72.80784461625495
2012,Georgia,Wilcox,13315,Barack Obama,democrat,1060.0,3129,34.050754898811434
2012,Georgia,Wilcox,13315,Mitt Romney,republican,2053.0,3129,65.94924510118858
2012,Georgia,Wilkes,13317,Barack Obama,democrat,2087.0,4761,44.19737399407031
2012,Georgia,Wilkes,13317,Mitt Romney,republican,2635.0,4761,55.80262600592969
2012,Georgia,Wilkinson,13319,Barack Obama,democrat,2181.0,4450,49.265868533995935
2012,Georgia,Wilkinson,13319,Mitt Romney,republican,2246.0,4450,50.734131466004065
2012,Georgia,Worth,13321,Barack Obama,democrat,2487.0,8419,29.763044518908572
2012,Georgia,Worth,13321,Mitt Romney,republican,5869.0,8419,70.23695548109143
2012,Hawaii,Hawaii,15001,Barack Obama,democrat,47224.0,63454,76.19600819658906
2012,Hawaii,Hawaii,15001,Mitt Romney,republican,14753.0,63454,23.80399180341094
2012,Hawaii,Honolulu,15003,Barack Obama,democrat,204349.0,296742,69.78894163450701
2012,Hawaii,Honolulu,15003,Mitt Romney,republican,88461.0,296742,30.211058365492978
2012,Hawaii,Kauai,15007,Barack Obama,democrat,18641.0,25372,75.28067199741541
2012,Hawaii,Kauai,15007,Mitt Romney,republican,6121.0,25372,24.71932800258461
2012,Hawaii,Maui,15009,Barack Obama,democrat,36052.0,48653,75.65367020606874
2012,Hawaii,Maui,15009,Mitt Romney,republican,11602.0,48653,24.34632979393125
2012,Idaho,Ada,16001,Barack Obama,democrat,77137.0,180546,44.156253041083964
2012,Idaho,Ada,16001,Mitt Romney,republican,97554.0,180546,55.843746958916036
2012,Idaho,Adams,16003,Barack Obama,democrat,577.0,2060,28.99497487437186
2012,Idaho,Adams,16003,Mitt Romney,republican,1413.0,2060,71.00502512562814
2012,Idaho,Bannock,16005,Barack Obama,democrat,13214.0,35260,38.61033193080879
2012,Idaho,Bannock,16005,Mitt Romney,republican,21010.0,35260,61.38966806919121
2012,Idaho,Bear Lake,16007,Barack Obama,democrat,302.0,2822,10.820494446434967
2012,Idaho,Bear Lake,16007,Mitt Romney,republican,2489.0,2822,89.17950555356505
2012,Idaho,Benewah,16009,Barack Obama,democrat,1164.0,3884,30.957446808510642
2012,Idaho,Benewah,16009,Mitt Romney,republican,2596.0,3884,69.04255319148936
2012,Idaho,Bingham,16011,Barack Obama,democrat,3822.0,17603,22.14111922141119
2012,Idaho,Bingham,16011,Mitt Romney,republican,13440.0,17603,77.85888077858881
2012,Idaho,Blaine,16013,Barack Obama,democrat,5992.0,10194,60.33632061222435
2012,Idaho,Blaine,16013,Mitt Romney,republican,3939.0,10194,39.66367938777565
2012,Idaho,Boise,16015,Barack Obama,democrat,1053.0,3445,31.55528918189991
2012,Idaho,Boise,16015,Mitt Romney,republican,2284.0,3445,68.44471081810009
2012,Idaho,Bonner,16017,Barack Obama,democrat,6500.0,18536,36.37991828510662
2012,Idaho,Bonner,16017,Mitt Romney,republican,11367.0,18536,63.62008171489338
2012,Idaho,Bonneville,16019,Barack Obama,democrat,9903.0,43213,23.478508262405466
2012,Idaho,Bonneville,16019,Mitt Romney,republican,32276.0,43213,76.52149173759453
2012,Idaho,Boundary,16021,Barack Obama,democrat,1225.0,4544,28.077011230804487
2012,Idaho,Boundary,16021,Mitt Romney,republican,3138.0,4544,71.92298876919551
2012,Idaho,Butte,16023,Barack Obama,democrat,258.0,1286,20.492454328832405
2012,Idaho,Butte,16023,Mitt Romney,republican,1001.0,1286,79.50754567116759
2012,Idaho,Camas,16025,Barack Obama,democrat,159.0,578,28.34224598930481
2012,Idaho,Camas,16025,Mitt Romney,republican,402.0,578,71.65775401069519
2012,Idaho,Canyon,16027,Barack Obama,democrat,19866.0,66090,30.92706468436211
2012,Idaho,Canyon,16027,Mitt Romney,republican,44369.0,66090,69.07293531563789
2012,Idaho,Caribou,16029,Barack Obama,democrat,386.0,3052,12.89245156980628
2012,Idaho,Caribou,16029,Mitt Romney,republican,2608.0,3052,87.10754843019372
2012,Idaho,Cassia,16031,Barack Obama,democrat,1098.0,8396,13.305865244789144
2012,Idaho,Cassia,16031,Mitt Romney,republican,7154.0,8396,86.69413475521084
2012,Idaho,Clark,16033,Barack Obama,democrat,66.0,328,21.92691029900332
2012,Idaho,Clark,16033,Mitt Romney,republican,235.0,328,78.07308970099669
2012,Idaho,Clearwater,16035,Barack Obama,democrat,1032.0,3696,28.883291351805205
2012,Idaho,Clearwater,16035,Mitt Romney,republican,2541.0,3696,71.1167086481948
2012,Idaho,Custer,16037,Barack Obama,democrat,530.0,2352,23.30694810905893
2012,Idaho,Custer,16037,Mitt Romney,republican,1744.0,2352,76.69305189094108
2012,Idaho,Elmore,16039,Barack Obama,democrat,2513.0,8001,32.46770025839793
2012,Idaho,Elmore,16039,Mitt Romney,republican,5227.0,8001,67.53229974160207
2012,Idaho,Franklin,16041,Barack Obama,democrat,325.0,5600,5.88768115942029
2012,Idaho,Franklin,16041,Mitt Romney,republican,5195.0,5600,94.1123188405797
2012,Idaho,Fremont,16043,Barack Obama,democrat,810.0,5802,14.168270071715936
2012,Idaho,Fremont,16043,Mitt Romney,republican,4907.0,5802,85.83172992828406
2012,Idaho,Gem,16045,Barack Obama,democrat,1957.0,7490,26.926252063841485
2012,Idaho,Gem,16045,Mitt Romney,republican,5311.0,7490,73.0737479361585
2012,Idaho,Gooding,16047,Barack Obama,democrat,1287.0,5118,25.827814569536425
2012,Idaho,Gooding,16047,Mitt Romney,republican,3696.0,5118,74.17218543046356
2012,Idaho,Idaho,16049,Barack Obama,democrat,1708.0,7837,22.38825534146022
2012,Idaho,Idaho,16049,Mitt Romney,republican,5921.0,7837,77.61174465853978
2012,Idaho,Jefferson,16051,Barack Obama,democrat,1303.0,11381,11.636006429719592
2012,Idaho,Jefferson,16051,Mitt Romney,republican,9895.0,11381,88.3639935702804
2012,Idaho,Jerome,16053,Barack Obama,democrat,1699.0,6681,26.12640319852376
2012,Idaho,Jerome,16053,Mitt Romney,republican,4804.0,6681,73.87359680147622
2012,Idaho,Kootenai,16055,Barack Obama,democrat,18851.0,59828,32.372235197142466
2012,Idaho,Kootenai,16055,Mitt Romney,republican,39381.0,59828,67.62776480285754
2012,Idaho,Latah,16057,Barack Obama,democrat,8306.0,16759,52.255426234664995
2012,Idaho,Latah,16057,Mitt Romney,republican,7589.0,16759,47.744573765335005
2012,Idaho,Lemhi,16059,Barack Obama,democrat,960.0,4110,24.066182000501374
2012,Idaho,Lemhi,16059,Mitt Romney,republican,3029.0,4110,75.9338179994986
2012,Idaho,Lewis,16061,Barack Obama,democrat,396.0,1614,25.23900573613767
2012,Idaho,Lewis,16061,Mitt Romney,republican,1173.0,1614,74.76099426386233
2012,Idaho,Lincoln,16063,Barack Obama,democrat,469.0,1662,29.130434782608692
2012,Idaho,Lincoln,16063,Mitt Romney,republican,1141.0,1662,70.8695652173913
2012,Idaho,Madison,16065,Barack Obama,democrat,832.0,14412,5.8275548084331446
2012,Idaho,Madison,16065,Mitt Romney,republican,13445.0,14412,94.17244519156685
2012,Idaho,Minidoka,16067,Barack Obama,democrat,1390.0,6973,20.34543325526932
2012,Idaho,Minidoka,16067,Mitt Romney,republican,5442.0,6973,79.65456674473067
2012,Idaho,Nez Perce,16069,Barack Obama,democrat,6451.0,16848,39.29224022414422
2012,Idaho,Nez Perce,16069,Mitt Romney,republican,9967.0,16848,60.70775977585577
2012,Idaho,Oneida,16071,Barack Obama,democrat,217.0,2089,10.559610705596107
2012,Idaho,Oneida,16071,Mitt Romney,republican,1838.0,2089,89.4403892944039
2012,Idaho,Owyhee,16073,Barack Obama,democrat,833.0,3724,22.966639095671354
2012,Idaho,Owyhee,16073,Mitt Romney,republican,2794.0,3724,77.03336090432866
2012,Idaho,Payette,16075,Barack Obama,democrat,2271.0,8495,27.444108761329304
2012,Idaho,Payette,16075,Mitt Romney,republican,6004.0,8495,72.5558912386707
2012,Idaho,Power,16077,Barack Obama,democrat,982.0,2903,34.43197755960729
2012,Idaho,Power,16077,Mitt Romney,republican,1870.0,2903,65.56802244039271
2012,Idaho,Shoshone,16079,Barack Obama,democrat,2277.0,5148,45.75964630225079
2012,Idaho,Shoshone,16079,Mitt Romney,republican,2699.0,5148,54.24035369774921
2012,Idaho,Teton,16081,Barack Obama,democrat,1926.0,4523,43.93248175182482
2012,Idaho,Teton,16081,Mitt Romney,republican,2458.0,4523,56.06751824817518
2012,Idaho,Twin Falls,16083,Barack Obama,democrat,7541.0,28142,27.608552390715385
2012,Idaho,Twin Falls,16083,Mitt Romney,republican,19773.0,28142,72.39144760928461
2012,Idaho,Valley,16085,Barack Obama,democrat,2095.0,4919,44.021853330531634
2012,Idaho,Valley,16085,Mitt Romney,republican,2664.0,4919,55.978146669468366
2012,Idaho,Washington,16087,Barack Obama,democrat,1104.0,4330,26.08695652173913
2012,Idaho,Washington,16087,Mitt Romney,republican,3128.0,4330,73.91304347826087
2012,Illinois,Adams,17001,Barack Obama,democrat,9648.0,30607,32.0915380521554
2012,Illinois,Adams,17001,Mitt Romney,republican,20416.0,30607,67.9084619478446
2012,Illinois,Alexander,17003,Barack Obama,democrat,1965.0,3501,56.923522595596765
2012,Illinois,Alexander,17003,Mitt Romney,republican,1487.0,3501,43.076477404403235
2012,Illinois,Bond,17005,Barack Obama,democrat,3020.0,7336,42.44553759662684
2012,Illinois,Bond,17005,Mitt Romney,republican,4095.0,7336,57.55446240337316
2012,Illinois,Boone,17007,Barack Obama,democrat,9883.0,21365,47.10901377568046
2012,Illinois,Boone,17007,Mitt Romney,republican,11096.0,21365,52.89098622431956
2012,Illinois,Brown,17009,Barack Obama,democrat,787.0,2364,34.21739130434783
2012,Illinois,Brown,17009,Mitt Romney,republican,1513.0,2364,65.78260869565217
2012,Illinois,Bureau,17011,Barack Obama,democrat,8134.0,16631,49.907964167382495
2012,Illinois,Bureau,17011,Mitt Romney,republican,8164.0,16631,50.092035832617505
2012,Illinois,Calhoun,17013,Barack Obama,democrat,1080.0,2576,42.857142857142854
2012,Illinois,Calhoun,17013,Mitt Romney,republican,1440.0,2576,57.14285714285714
2012,Illinois,Carroll,17015,Barack Obama,democrat,3665.0,7386,50.761772853185605
2012,Illinois,Carroll,17015,Mitt Romney,republican,3555.0,7386,49.238227146814395
2012,Illinois,Cass,17017,Barack Obama,democrat,2053.0,4862,43.13025210084034
2012,Illinois,Cass,17017,Mitt Romney,republican,2707.0,4862,56.86974789915966
2012,Illinois,Champaign,17019,Barack Obama,democrat,40831.0,78359,53.62410201857032
2012,Illinois,Champaign,17019,Mitt Romney,republican,35312.0,78359,46.37589798142968
2012,Illinois,Christian,17021,Barack Obama,democrat,5494.0,14701,38.2084985047639
2012,Illinois,Christian,17021,Mitt Romney,republican,8885.0,14701,61.7915014952361
2012,Illinois,Clark,17023,Barack Obama,democrat,2591.0,7860,33.49709114414997
2012,Illinois,Clark,17023,Mitt Romney,republican,5144.0,7860,66.50290885585004
2012,Illinois,Clay,17025,Barack Obama,democrat,1584.0,5908,27.433321787322477
2012,Illinois,Clay,17025,Mitt Romney,republican,4190.0,5908,72.56667821267752
2012,Illinois,Clinton,17027,Barack Obama,democrat,5596.0,16450,34.71464019851117
2012,Illinois,Clinton,17027,Mitt Romney,republican,10524.0,16450,65.28535980148885
2012,Illinois,Coles,17029,Barack Obama,democrat,9262.0,21358,44.33063705547314
2012,Illinois,Coles,17029,Mitt Romney,republican,11631.0,21358,55.66936294452688
2012,Illinois,Cook,17031,Barack Obama,democrat,1488537.0,2011597,75.02407918233095
2012,Illinois,Cook,17031,Mitt Romney,republican,495542.0,2011597,24.975920817669053
2012,Illinois,Crawford,17033,Barack Obama,democrat,2858.0,8609,33.85052706383987
2012,Illinois,Crawford,17033,Mitt Romney,republican,5585.0,8609,66.14947293616015
2012,Illinois,Cumberland,17035,Barack Obama,democrat,1641.0,5295,31.864077669902912
2012,Illinois,Cumberland,17035,Mitt Romney,republican,3509.0,5295,68.13592233009709
2012,Illinois,DeKalb,17037,Barack Obama,democrat,21207.0,41092,52.831269774046476
2012,Illinois,DeKalb,17037,Mitt Romney,republican,18934.0,41092,47.168730225953524
2012,Illinois,De Witt,17039,Barack Obama,democrat,2601.0,7345,36.22562674094708
2012,Illinois,De Witt,17039,Mitt Romney,republican,4579.0,7345,63.77437325905292
2012,Illinois,Douglas,17041,Barack Obama,democrat,2430.0,7897,31.29829984544049
2012,Illinois,Douglas,17041,Mitt Romney,republican,5334.0,7897,68.7017001545595
2012,Illinois,DuPage,17043,Barack Obama,democrat,199460.0,401079,50.559433823566685
2012,Illinois,DuPage,17043,Mitt Romney,republican,195046.0,401079,49.44056617643332
2012,Illinois,Edgar,17045,Barack Obama,democrat,2565.0,7819,33.324671950110435
2012,Illinois,Edgar,17045,Mitt Romney,republican,5132.0,7819,66.67532804988957
2012,Illinois,Edwards,17047,Barack Obama,democrat,754.0,3228,23.868312757201647
2012,Illinois,Edwards,17047,Mitt Romney,republican,2405.0,3228,76.13168724279835
2012,Illinois,Effingham,17049,Barack Obama,democrat,3861.0,16613,23.5973597359736
2012,Illinois,Effingham,17049,Mitt Romney,republican,12501.0,16613,76.4026402640264
2012,Illinois,Fayette,17051,Barack Obama,democrat,2853.0,8971,32.40572467060427
2012,Illinois,Fayette,17051,Mitt Romney,republican,5951.0,8971,67.59427532939573
2012,Illinois,Ford,17053,Barack Obama,democrat,1656.0,6006,28.139337298215803
2012,Illinois,Ford,17053,Mitt Romney,republican,4229.0,6006,71.86066270178421
2012,Illinois,Franklin,17055,Barack Obama,democrat,7254.0,17914,41.40174647565778
2012,Illinois,Franklin,17055,Mitt Romney,republican,10267.0,17914,58.59825352434222
2012,Illinois,Fulton,17057,Barack Obama,democrat,8328.0,15356,55.668449197860966
2012,Illinois,Fulton,17057,Mitt Romney,republican,6632.0,15356,44.33155080213904
2012,Illinois,Gallatin,17059,Barack Obama,democrat,1029.0,2573,40.81713605712019
2012,Illinois,Gallatin,17059,Mitt Romney,republican,1492.0,2573,59.18286394287981
2012,Illinois,Greene,17061,Barack Obama,democrat,2023.0,5622,36.95652173913044
2012,Illinois,Greene,17061,Mitt Romney,republican,3451.0,5622,63.04347826086956
2012,Illinois,Grundy,17063,Barack Obama,democrat,9451.0,21244,45.45061075310186
2012,Illinois,Grundy,17063,Mitt Romney,republican,11343.0,21244,54.54938924689814
2012,Illinois,Hamilton,17065,Barack Obama,democrat,1269.0,3941,33.089960886571056
2012,Illinois,Hamilton,17065,Mitt Romney,republican,2566.0,3941,66.91003911342895
2012,Illinois,Hancock,17067,Barack Obama,democrat,3650.0,9111,40.91469566192131
2012,Illinois,Hancock,17067,Mitt Romney,republican,5271.0,9111,59.08530433807869
2012,Illinois,Hardin,17069,Barack Obama,democrat,742.0,2330,32.58673693456302
2012,Illinois,Hardin,17069,Mitt Romney,republican,1535.0,2330,67.41326306543698
2012,Illinois,Henderson,17071,Barack Obama,democrat,1978.0,3568,56.20915032679738
2012,Illinois,Henderson,17071,Mitt Romney,republican,1541.0,3568,43.79084967320262
2012,Illinois,Henry,17073,Barack Obama,democrat,12332.0,24322,51.56596278486304
2012,Illinois,Henry,17073,Mitt Romney,republican,11583.0,24322,48.43403721513696
2012,Illinois,Iroquois,17075,Barack Obama,democrat,3413.0,12784,27.232107236894603
2012,Illinois,Iroquois,17075,Mitt Romney,republican,9120.0,12784,72.76789276310541
2012,Illinois,Jackson,17077,Barack Obama,democrat,13319.0,24012,57.45158089979726
2012,Illinois,Jackson,17077,Mitt Romney,republican,9864.0,24012,42.54841910020273
2012,Illinois,Jasper,17079,Barack Obama,democrat,1436.0,5043,29.010101010101014
2012,Illinois,Jasper,17079,Mitt Romney,republican,3514.0,5043,70.98989898989899
2012,Illinois,Jefferson,17081,Barack Obama,democrat,6089.0,16320,38.295597484276726
2012,Illinois,Jefferson,17081,Mitt Romney,republican,9811.0,16320,61.70440251572329
2012,Illinois,Jersey,17083,Barack Obama,democrat,3667.0,9959,37.78075417267669
2012,Illinois,Jersey,17083,Mitt Romney,republican,6039.0,9959,62.21924582732329
2012,Illinois,Jo Daviess,17085,Barack Obama,democrat,5667.0,11429,50.59369699134007
2012,Illinois,Jo Daviess,17085,Mitt Romney,republican,5534.0,11429,49.40630300865993
2012,Illinois,Johnson,17087,Barack Obama,democrat,1572.0,5672,28.401084010840112
2012,Illinois,Johnson,17087,Mitt Romney,republican,3963.0,5672,71.59891598915989
2012,Illinois,Kane,17089,Barack Obama,democrat,90332.0,181642,50.558860897647584
2012,Illinois,Kane,17089,Mitt Romney,republican,88335.0,181642,49.441139102352416
2012,Illinois,Kankakee,17091,Barack Obama,democrat,21595.0,45509,48.277480941628845
2012,Illinois,Kankakee,17091,Mitt Romney,republican,23136.0,45509,51.722519058371155
2012,Illinois,Kendall,17093,Barack Obama,democrat,22471.0,47295,48.30603207360591
2012,Illinois,Kendall,17093,Mitt Romney,republican,24047.0,47295,51.69396792639409
2012,Illinois,Knox,17095,Barack Obama,democrat,13451.0,23278,58.84334397830175
2012,Illinois,Knox,17095,Mitt Romney,republican,9408.0,23278,41.15665602169824
2012,Illinois,Lake,17097,Barack Obama,democrat,153757.0,287493,54.23125623851496
2012,Illinois,Lake,17097,Mitt Romney,republican,129764.0,287493,45.76874376148504
2012,Illinois,LaSalle,17099,Barack Obama,democrat,23073.0,47259,49.80249951434307
2012,Illinois,LaSalle,17099,Mitt Romney,republican,23256.0,47259,50.19750048565693
2012,Illinois,Lawrence,17101,Barack Obama,democrat,2011.0,5989,34.270620313565104
2012,Illinois,Lawrence,17101,Mitt Romney,republican,3857.0,5989,65.7293796864349
2012,Illinois,Lee,17103,Barack Obama,democrat,6937.0,15301,46.25900240064017
2012,Illinois,Lee,17103,Mitt Romney,republican,8059.0,15301,53.74099759935983
2012,Illinois,Livingston,17105,Barack Obama,democrat,5020.0,15039,33.98091112164083
2012,Illinois,Livingston,17105,Mitt Romney,republican,9753.0,15039,66.01908887835917
2012,Illinois,Logan,17107,Barack Obama,democrat,3978.0,12053,33.649128743021485
2012,Illinois,Logan,17107,Mitt Romney,republican,7844.0,12053,66.35087125697852
2012,Illinois,McDonough,17109,Barack Obama,democrat,5967.0,12454,49.257057949479936
2012,Illinois,McDonough,17109,Mitt Romney,republican,6147.0,12454,50.742942050520064
2012,Illinois,McHenry,17111,Barack Obama,democrat,59797.0,133844,45.509342060200154
2012,Illinois,McHenry,17111,Mitt Romney,republican,71598.0,133844,54.490657939799846
2012,Illinois,McLean,17113,Barack Obama,democrat,31883.0,73382,44.386746484755676
2012,Illinois,McLean,17113,Mitt Romney,republican,39947.0,73382,55.613253515244324
2012,Illinois,Macon,17115,Barack Obama,democrat,22780.0,48899,47.3705005302668
2012,Illinois,Macon,17115,Mitt Romney,republican,25309.0,48899,52.6294994697332
2012,Illinois,Macoupin,17117,Barack Obama,democrat,9464.0,21010,46.36942675159236
2012,Illinois,Macoupin,17117,Mitt Romney,republican,10946.0,21010,53.63057324840764
2012,Illinois,Madison,17119,Barack Obama,democrat,58922.0,122473,49.29473772274743
2012,Illinois,Madison,17119,Mitt Romney,republican,60608.0,122473,50.70526227725257
2012,Illinois,Marion,17121,Barack Obama,democrat,6225.0,15764,40.23137077489821
2012,Illinois,Marion,17121,Mitt Romney,republican,9248.0,15764,59.76862922510178
2012,Illinois,Marshall,17123,Barack Obama,democrat,2455.0,5850,42.732811140121854
2012,Illinois,Marshall,17123,Mitt Romney,republican,3290.0,5850,57.267188859878146
2012,Illinois,Mason,17125,Barack Obama,democrat,2867.0,6272,46.75472928897587
2012,Illinois,Mason,17125,Mitt Romney,republican,3265.0,6272,53.24527071102413
2012,Illinois,Massac,17127,Barack Obama,democrat,2092.0,6495,32.8414442700157
2012,Illinois,Massac,17127,Mitt Romney,republican,4278.0,6495,67.15855572998429
2012,Illinois,Menard,17129,Barack Obama,democrat,2100.0,6151,34.72222222222222
2012,Illinois,Menard,17129,Mitt Romney,republican,3948.0,6151,65.27777777777777
2012,Illinois,Mercer,17131,Barack Obama,democrat,4507.0,8534,53.763569127997144
2012,Illinois,Mercer,17131,Mitt Romney,republican,3876.0,8534,46.236430872002856
2012,Illinois,Monroe,17133,Barack Obama,democrat,6215.0,17432,36.3386540373034
2012,Illinois,Monroe,17133,Mitt Romney,republican,10888.0,17432,63.6613459626966
2012,Illinois,Montgomery,17135,Barack Obama,democrat,5058.0,12133,42.74125401385837
2012,Illinois,Montgomery,17135,Mitt Romney,republican,6776.0,12133,57.25874598614161
2012,Illinois,Morgan,17137,Barack Obama,democrat,5806.0,14096,42.139642908985344
2012,Illinois,Morgan,17137,Mitt Romney,republican,7972.0,14096,57.86035709101465
2012,Illinois,Moultrie,17139,Barack Obama,democrat,2144.0,6057,36.16734143049933
2012,Illinois,Moultrie,17139,Mitt Romney,republican,3784.0,6057,63.83265856950067
2012,Illinois,Ogle,17141,Barack Obama,democrat,9514.0,23367,41.48064178583885
2012,Illinois,Ogle,17141,Mitt Romney,republican,13422.0,23367,58.51935821416114
2012,Illinois,Peoria,17143,Barack Obama,democrat,40209.0,78411,52.23101204161958
2012,Illinois,Peoria,17143,Mitt Romney,republican,36774.0,78411,47.76898795838042
2012,Illinois,Perry,17145,Barack Obama,democrat,3819.0,9549,40.9500321681321
2012,Illinois,Perry,17145,Mitt Romney,republican,5507.0,9549,59.049967831867896
2012,Illinois,Piatt,17147,Barack Obama,democrat,3090.0,8707,36.34011525343996
2012,Illinois,Piatt,17147,Mitt Romney,republican,5413.0,8707,63.65988474656004
2012,Illinois,Pike,17149,Barack Obama,democrat,2278.0,7286,31.91370131689549
2012,Illinois,Pike,17149,Mitt Romney,republican,4860.0,7286,68.08629868310453
2012,Illinois,Pope,17151,Barack Obama,democrat,650.0,2222,30.06475485661425
2012,Illinois,Pope,17151,Mitt Romney,republican,1512.0,2222,69.93524514338576
2012,Illinois,Pulaski,17153,Barack Obama,democrat,1389.0,3003,47.03691161530647
2012,Illinois,Pulaski,17153,Mitt Romney,republican,1564.0,3003,52.963088384693535
2012,Illinois,Putnam,17155,Barack Obama,democrat,1559.0,3135,50.931068278340405
2012,Illinois,Putnam,17155,Mitt Romney,republican,1502.0,3135,49.068931721659595
2012,Illinois,Randolph,17157,Barack Obama,democrat,5759.0,14392,40.99224144067193
2012,Illinois,Randolph,17157,Mitt Romney,republican,8290.0,14392,59.00775855932807
2012,Illinois,Richland,17159,Barack Obama,democrat,2362.0,7282,33.18347850519809
2012,Illinois,Richland,17159,Mitt Romney,republican,4756.0,7282,66.8165214948019
2012,Illinois,Rock Island,17161,Barack Obama,democrat,39157.0,65016,61.0959417078841
2012,Illinois,Rock Island,17161,Mitt Romney,republican,24934.0,65016,38.9040582921159
2012,Illinois,St. Clair,17163,Barack Obama,democrat,67285.0,119466,57.307725066008
2012,Illinois,St. Clair,17163,Mitt Romney,republican,50125.0,119466,42.692274933992
2012,Illinois,Saline,17165,Barack Obama,democrat,3701.0,10720,35.22413629009232
2012,Illinois,Saline,17165,Mitt Romney,republican,6806.0,10720,64.77586370990768
2012,Illinois,Sangamon,17167,Barack Obama,democrat,42107.0,94297,45.60390763765542
2012,Illinois,Sangamon,17167,Mitt Romney,republican,50225.0,94297,54.39609236234458
2012,Illinois,Schuyler,17169,Barack Obama,democrat,1727.0,3890,45.49525816649104
2012,Illinois,Schuyler,17169,Mitt Romney,republican,2069.0,3890,54.50474183350896
2012,Illinois,Scott,17171,Barack Obama,democrat,910.0,2555,36.44373247897477
2012,Illinois,Scott,17171,Mitt Romney,republican,1587.0,2555,63.55626752102523
2012,Illinois,Shelby,17173,Barack Obama,democrat,3342.0,10395,32.812960235640645
2012,Illinois,Shelby,17173,Mitt Romney,republican,6843.0,10395,67.18703976435935
2012,Illinois,Stark,17175,Barack Obama,democrat,1095.0,2662,41.74609226077011
2012,Illinois,Stark,17175,Mitt Romney,republican,1528.0,2662,58.25390773922989
2012,Illinois,Stephenson,17177,Barack Obama,democrat,10165.0,21055,49.160903419258105
2012,Illinois,Stephenson,17177,Mitt Romney,republican,10512.0,21055,50.839096580741895
2012,Illinois,Tazewell,17179,Barack Obama,democrat,24438.0,61048,40.884680374081945
2012,Illinois,Tazewell,17179,Mitt Romney,republican,35335.0,61048,59.11531962591806
2012,Illinois,Union,17181,Barack Obama,democrat,3137.0,8282,38.75710402767482
2012,Illinois,Union,17181,Mitt Romney,republican,4957.0,8282,61.24289597232518
2012,Illinois,Vermilion,17183,Barack Obama,democrat,12878.0,30314,43.25831373866309
