year,state,county,FIPS,candidate,party,candidatevotes,totalvotes,relative_votes
2012,North Carolina,McDowell,37111,Mitt Romney,republican,11775.0,18099,66.12939458609458
2012,North Carolina,Macon,37113,Barack Obama,democrat,5712.0,16861,34.519852541246145
2012,North Carolina,Macon,37113,Mitt Romney,republican,10835.0,16861,65.48014745875385
2012,North Carolina,Madison,37115,Barack Obama,democrat,4484.0,10113,45.34789644012945
2012,North Carolina,Madison,37115,Mitt Romney,republican,5404.0,10113,54.65210355987055
2012,North Carolina,Martin,37117,Barack Obama,democrat,6583.0,12652,52.33741453331214
2012,North Carolina,Martin,37117,Mitt Romney,republican,5995.0,12652,47.66258546668786
2012,North Carolina,Mecklenburg,37119,Barack Obama,democrat,272262.0,448900,61.329939404861136
2012,North Carolina,Mecklenburg,37119,Mitt Romney,republican,171668.0,448900,38.67006059513887
2012,North Carolina,Mitchell,37121,Barack Obama,democrat,1838.0,7765,24.045002616431194
2012,North Carolina,Mitchell,37121,Mitt Romney,republican,5806.0,7765,75.95499738356881
2012,North Carolina,Montgomery,37123,Barack Obama,democrat,4706.0,11231,42.358235823582355
2012,North Carolina,Montgomery,37123,Mitt Romney,republican,6404.0,11231,57.641764176417645
2012,North Carolina,Moore,37125,Barack Obama,democrat,16505.0,46415,35.88043478260869
2012,North Carolina,Moore,37125,Mitt Romney,republican,29495.0,46415,64.1195652173913
2012,North Carolina,Nash,37127,Barack Obama,democrat,24313.0,48492,50.48904578963763
2012,North Carolina,Nash,37127,Mitt Romney,republican,23842.0,48492,49.51095421036237
2012,North Carolina,New Hanover,37129,Barack Obama,democrat,48668.0,103628,47.68894593985478
2012,North Carolina,New Hanover,37129,Mitt Romney,republican,53385.0,103628,52.31105406014522
2012,North Carolina,Northampton,37131,Barack Obama,democrat,7232.0,10756,67.49416705552963
2012,North Carolina,Northampton,37131,Mitt Romney,republican,3483.0,10756,32.50583294447037
2012,North Carolina,Onslow,37133,Barack Obama,democrat,18490.0,51435,36.44570595076184
2012,North Carolina,Onslow,37133,Mitt Romney,republican,32243.0,51435,63.55429404923817
2012,North Carolina,Orange,37135,Barack Obama,democrat,53901.0,76757,71.44883351007424
2012,North Carolina,Orange,37135,Mitt Romney,republican,21539.0,76757,28.55116648992577
2012,North Carolina,Pamlico,37137,Barack Obama,democrat,2647.0,6762,39.519259480441924
2012,North Carolina,Pamlico,37137,Mitt Romney,republican,4051.0,6762,60.480740519558076
2012,North Carolina,Pasquotank,37139,Barack Obama,democrat,10282.0,18107,57.393245883337975
2012,North Carolina,Pasquotank,37139,Mitt Romney,republican,7633.0,18107,42.606754116662025
2012,North Carolina,Pender,37141,Barack Obama,democrat,9632.0,24527,39.72122561755124
2012,North Carolina,Pender,37141,Mitt Romney,republican,14617.0,24527,60.27877438244876
2012,North Carolina,Perquimans,37143,Barack Obama,democrat,2759.0,6652,41.92371979942258
2012,North Carolina,Perquimans,37143,Mitt Romney,republican,3822.0,6652,58.07628020057742
2012,North Carolina,Person,37145,Barack Obama,democrat,8418.0,19106,44.50671460293962
2012,North Carolina,Person,37145,Mitt Romney,republican,10496.0,19106,55.49328539706038
2012,North Carolina,Pitt,37147,Barack Obama,democrat,41843.0,78856,53.60569839988726
2012,North Carolina,Pitt,37147,Mitt Romney,republican,36214.0,78856,46.39430160011274
2012,North Carolina,Polk,37149,Barack Obama,democrat,4013.0,10389,39.15503951605034
2012,North Carolina,Polk,37149,Mitt Romney,republican,6236.0,10389,60.84496048394965
2012,North Carolina,Randolph,37151,Barack Obama,democrat,14773.0,60715,24.64919159728363
2012,North Carolina,Randolph,37151,Mitt Romney,republican,45160.0,60715,75.35080840271638
2012,North Carolina,Richmond,37153,Barack Obama,democrat,9904.0,19417,51.486795591599076
2012,North Carolina,Richmond,37153,Mitt Romney,republican,9332.0,19417,48.513204408400924
2012,North Carolina,Robeson,37155,Barack Obama,democrat,24988.0,42946,58.79806108522754
2012,North Carolina,Robeson,37155,Mitt Romney,republican,17510.0,42946,41.20193891477246
2012,North Carolina,Rockingham,37157,Barack Obama,democrat,16351.0,42020,39.32608591081822
2012,North Carolina,Rockingham,37157,Mitt Romney,republican,25227.0,42020,60.673914089181785
2012,North Carolina,Rowan,37159,Barack Obama,democrat,22650.0,62312,36.874236874236864
2012,North Carolina,Rowan,37159,Mitt Romney,republican,38775.0,62312,63.12576312576313
2012,North Carolina,Rutherford,37161,Barack Obama,democrat,9374.0,28702,33.090934764190905
2012,North Carolina,Rutherford,37161,Mitt Romney,republican,18954.0,28702,66.9090652358091
2012,North Carolina,Sampson,37163,Barack Obama,democrat,11566.0,26174,44.505156225950444
2012,North Carolina,Sampson,37163,Mitt Romney,republican,14422.0,26174,55.494843774049556
2012,North Carolina,Scotland,37165,Barack Obama,democrat,8215.0,14156,58.48640182258294
2012,North Carolina,Scotland,37165,Mitt Romney,republican,5831.0,14156,41.513598177417066
2012,North Carolina,Stanly,37167,Barack Obama,democrat,8431.0,28717,29.754720310569965
2012,North Carolina,Stanly,37167,Mitt Romney,republican,19904.0,28717,70.24527968943002
2012,North Carolina,Stokes,37169,Barack Obama,democrat,6018.0,21619,28.31333803810868
2012,North Carolina,Stokes,37169,Mitt Romney,republican,15237.0,21619,71.6866619618913
2012,North Carolina,Surry,37171,Barack Obama,democrat,9112.0,29470,31.38281384535905
2012,North Carolina,Surry,37171,Mitt Romney,republican,19923.0,29470,68.61718615464095
2012,North Carolina,Swain,37173,Barack Obama,democrat,2618.0,5728,46.80014301036825
2012,North Carolina,Swain,37173,Mitt Romney,republican,2976.0,5728,53.19985698963175
2012,North Carolina,Transylvania,37175,Barack Obama,democrat,6826.0,16763,41.470230862697456
2012,North Carolina,Transylvania,37175,Mitt Romney,republican,9634.0,16763,58.52976913730255
2012,North Carolina,Tyrrell,37177,Barack Obama,democrat,837.0,1783,47.368421052631575
2012,North Carolina,Tyrrell,37177,Mitt Romney,republican,930.0,1783,52.631578947368425
2012,North Carolina,Union,37179,Barack Obama,democrat,32473.0,94728,34.70079076725796
2012,North Carolina,Union,37179,Mitt Romney,republican,61107.0,94728,65.29920923274204
2012,North Carolina,Vance,37181,Barack Obama,democrat,13323.0,20854,64.20104086353122
2012,North Carolina,Vance,37181,Mitt Romney,republican,7429.0,20854,35.798959136468774
2012,North Carolina,Wake,37183,Barack Obama,democrat,267262.0,486427,55.8123702642537
2012,North Carolina,Wake,37183,Mitt Romney,republican,211596.0,486427,44.1876297357463
2012,North Carolina,Warren,37185,Barack Obama,democrat,6978.0,10162,68.96619885352837
2012,North Carolina,Warren,37185,Mitt Romney,republican,3140.0,10162,31.03380114647164
2012,North Carolina,Washington,37187,Barack Obama,democrat,3833.0,6499,59.38032532920217
2012,North Carolina,Washington,37187,Mitt Romney,republican,2622.0,6499,40.61967467079783
2012,North Carolina,Watauga,37189,Barack Obama,democrat,13002.0,27674,48.40114655846332
2012,North Carolina,Watauga,37189,Mitt Romney,republican,13861.0,27674,51.59885344153668
2012,North Carolina,Wayne,37191,Barack Obama,democrat,23314.0,51352,45.75409675203611
2012,North Carolina,Wayne,37191,Mitt Romney,republican,27641.0,51352,54.24590324796389
2012,North Carolina,Wilkes,37193,Barack Obama,democrat,8148.0,29145,28.426891811743364
2012,North Carolina,Wilkes,37193,Mitt Romney,republican,20515.0,29145,71.57310818825664
2012,North Carolina,Wilson,37195,Barack Obama,democrat,20875.0,39109,53.76136392902213
2012,North Carolina,Wilson,37195,Mitt Romney,republican,17954.0,39109,46.238636070977876
2012,North Carolina,Yadkin,37197,Barack Obama,democrat,3957.0,16813,23.931055337163592
2012,North Carolina,Yadkin,37197,Mitt Romney,republican,12578.0,16813,76.06894466283642
2012,North Carolina,Yancey,37199,Barack Obama,democrat,3981.0,9451,42.996003888108866
2012,North Carolina,Yancey,37199,Mitt Romney,republican,5278.0,9451,57.003996111891134
2012,North Dakota,Adams,38001,Barack Obama,democrat,328.0,1286,26.324237560192614
2012,North Dakota,Adams,38001,Mitt Romney,republican,918.0,1286,73.67576243980739
2012,North Dakota,Barnes,38003,Barack Obama,democrat,2394.0,5522,44.680851063829785
2012,North Dakota,Barnes,38003,Mitt Romney,republican,2964.0,5522,55.319148936170215
2012,North Dakota,Benson,38005,Barack Obama,democrat,1235.0,2157,58.72563005230622
2012,North Dakota,Benson,38005,Mitt Romney,republican,868.0,2157,41.27436994769377
2012,North Dakota,Billings,38007,Barack Obama,democrat,89.0,578,15.864527629233512
2012,North Dakota,Billings,38007,Mitt Romney,republican,472.0,578,84.1354723707665
2012,North Dakota,Bottineau,38009,Barack Obama,democrat,1183.0,3555,34.161131966503035
2012,North Dakota,Bottineau,38009,Mitt Romney,republican,2280.0,3555,65.83886803349696
2012,North Dakota,Bowman,38011,Barack Obama,democrat,414.0,1737,24.43919716646989
2012,North Dakota,Bowman,38011,Mitt Romney,republican,1280.0,1737,75.56080283353009
2012,North Dakota,Burke,38013,Barack Obama,democrat,230.0,1023,23.023023023023022
2012,North Dakota,Burke,38013,Mitt Romney,republican,769.0,1023,76.97697697697697
2012,North Dakota,Burleigh,38015,Barack Obama,democrat,14122.0,43387,33.56546954103582
2012,North Dakota,Burleigh,38015,Mitt Romney,republican,27951.0,43387,66.43453045896418
2012,North Dakota,Cass,38017,Barack Obama,democrat,34712.0,73855,48.50280157055626
2012,North Dakota,Cass,38017,Mitt Romney,republican,36855.0,73855,51.49719842944374
2012,North Dakota,Cavalier,38019,Barack Obama,democrat,818.0,2069,40.63586686537506
2012,North Dakota,Cavalier,38019,Mitt Romney,republican,1195.0,2069,59.364133134624936
2012,North Dakota,Dickey,38021,Barack Obama,democrat,853.0,2535,34.632561916362164
2012,North Dakota,Dickey,38021,Mitt Romney,republican,1610.0,2535,65.36743808363785
2012,North Dakota,Divide,38023,Barack Obama,democrat,385.0,1162,34.43649373881932
2012,North Dakota,Divide,38023,Mitt Romney,republican,733.0,1162,65.56350626118068
2012,North Dakota,Dunn,38025,Barack Obama,democrat,508.0,2034,25.22343594836147
2012,North Dakota,Dunn,38025,Mitt Romney,republican,1506.0,2034,74.77656405163853
2012,North Dakota,Eddy,38027,Barack Obama,democrat,486.0,1157,43.39285714285715
2012,North Dakota,Eddy,38027,Mitt Romney,republican,634.0,1157,56.60714285714285
2012,North Dakota,Emmons,38029,Barack Obama,democrat,383.0,1884,21.067106710671066
2012,North Dakota,Emmons,38029,Mitt Romney,republican,1435.0,1884,78.93289328932893
2012,North Dakota,Foster,38031,Barack Obama,democrat,607.0,1682,37.08002443494197
2012,North Dakota,Foster,38031,Mitt Romney,republican,1030.0,1682,62.91997556505803
2012,North Dakota,Golden Valley,38033,Barack Obama,democrat,162.0,928,17.920353982300888
2012,North Dakota,Golden Valley,38033,Mitt Romney,republican,742.0,928,82.07964601769913
2012,North Dakota,Grand Forks,38035,Barack Obama,democrat,14032.0,30029,48.233191255327924
2012,North Dakota,Grand Forks,38035,Mitt Romney,republican,15060.0,30029,51.766808744672076
2012,North Dakota,Grant,38037,Barack Obama,democrat,334.0,1413,24.576894775570274
2012,North Dakota,Grant,38037,Mitt Romney,republican,1025.0,1413,75.42310522442973
2012,North Dakota,Griggs,38039,Barack Obama,democrat,536.0,1343,41.00994644223413
2012,North Dakota,Griggs,38039,Mitt Romney,republican,771.0,1343,58.99005355776588
2012,North Dakota,Hettinger,38041,Barack Obama,democrat,313.0,1362,23.83853769992384
2012,North Dakota,Hettinger,38041,Mitt Romney,republican,1000.0,1362,76.16146230007617
2012,North Dakota,Kidder,38043,Barack Obama,democrat,393.0,1328,31.116389548693586
2012,North Dakota,Kidder,38043,Mitt Romney,republican,870.0,1328,68.88361045130641
2012,North Dakota,LaMoure,38045,Barack Obama,democrat,740.0,2194,34.95512517713746
2012,North Dakota,LaMoure,38045,Mitt Romney,republican,1377.0,2194,65.04487482286254
2012,North Dakota,Logan,38047,Barack Obama,democrat,232.0,1073,22.264875239923224
2012,North Dakota,Logan,38047,Mitt Romney,republican,810.0,1073,77.73512476007676
2012,North Dakota,McHenry,38049,Barack Obama,democrat,943.0,2712,35.97863410911866
2012,North Dakota,McHenry,38049,Mitt Romney,republican,1678.0,2712,64.02136589088134
2012,North Dakota,McIntosh,38051,Barack Obama,democrat,459.0,1530,30.72289156626506
2012,North Dakota,McIntosh,38051,Mitt Romney,republican,1035.0,1530,69.27710843373494
2012,North Dakota,McKenzie,38053,Barack Obama,democrat,927.0,3451,27.385524372230428
2012,North Dakota,McKenzie,38053,Mitt Romney,republican,2458.0,3451,72.61447562776956
2012,North Dakota,McLean,38055,Barack Obama,democrat,1670.0,4938,34.71211806277281
2012,North Dakota,McLean,38055,Mitt Romney,republican,3141.0,4938,65.28788193722718
2012,North Dakota,Mercer,38057,Barack Obama,democrat,1166.0,4455,27.0032422417786
2012,North Dakota,Mercer,38057,Mitt Romney,republican,3152.0,4455,72.99675775822139
2012,North Dakota,Morton,38059,Barack Obama,democrat,4469.0,13613,33.98737546581489
2012,North Dakota,Morton,38059,Mitt Romney,republican,8680.0,13613,66.01262453418511
2012,North Dakota,Mountrail,38061,Barack Obama,democrat,1403.0,3457,41.693907875185744
2012,North Dakota,Mountrail,38061,Mitt Romney,republican,1962.0,3457,58.30609212481426
2012,North Dakota,Nelson,38063,Barack Obama,democrat,767.0,1678,46.99754901960785
2012,North Dakota,Nelson,38063,Mitt Romney,republican,865.0,1678,53.00245098039216
2012,North Dakota,Oliver,38065,Barack Obama,democrat,281.0,1013,28.85010266940452
2012,North Dakota,Oliver,38065,Mitt Romney,republican,693.0,1013,71.14989733059548
2012,North Dakota,Pembina,38067,Barack Obama,democrat,1253.0,3255,39.75253807106599
2012,North Dakota,Pembina,38067,Mitt Romney,republican,1899.0,3255,60.24746192893401
2012,North Dakota,Pierce,38069,Barack Obama,democrat,660.0,2178,31.058823529411764
2012,North Dakota,Pierce,38069,Mitt Romney,republican,1465.0,2178,68.94117647058823
2012,North Dakota,Ramsey,38071,Barack Obama,democrat,2164.0,4999,44.8125905984676
2012,North Dakota,Ramsey,38071,Mitt Romney,republican,2665.0,4999,55.1874094015324
2012,North Dakota,Ransom,38073,Barack Obama,democrat,1343.0,2425,57.10034013605442
2012,North Dakota,Ransom,38073,Mitt Romney,republican,1009.0,2425,42.89965986394558
2012,North Dakota,Renville,38075,Barack Obama,democrat,398.0,1278,31.86549239391513
2012,North Dakota,Renville,38075,Mitt Romney,republican,851.0,1278,68.13450760608487
2012,North Dakota,Richland,38077,Barack Obama,democrat,3198.0,7613,43.05910865760065
2012,North Dakota,Richland,38077,Mitt Romney,republican,4229.0,7613,56.94089134239936
2012,North Dakota,Rolette,38079,Barack Obama,democrat,3353.0,4552,75.43307086614173
2012,North Dakota,Rolette,38079,Mitt Romney,republican,1092.0,4552,24.56692913385827
2012,North Dakota,Sargent,38081,Barack Obama,democrat,1075.0,2007,55.01535312180143
2012,North Dakota,Sargent,38081,Mitt Romney,republican,879.0,2007,44.98464687819857
2012,North Dakota,Sheridan,38083,Barack Obama,democrat,163.0,822,20.248447204968947
2012,North Dakota,Sheridan,38083,Mitt Romney,republican,642.0,822,79.75155279503106
2012,North Dakota,Sioux,38085,Barack Obama,democrat,900.0,1144,80.0
2012,North Dakota,Sioux,38085,Mitt Romney,republican,225.0,1144,20.0
2012,North Dakota,Slope,38087,Barack Obama,democrat,83.0,437,19.575471698113212
2012,North Dakota,Slope,38087,Mitt Romney,republican,341.0,437,80.4245283018868
2012,North Dakota,Stark,38089,Barack Obama,democrat,2812.0,11633,24.81249448513191
2012,North Dakota,Stark,38089,Mitt Romney,republican,8521.0,11633,75.18750551486808
2012,North Dakota,Steele,38091,Barack Obama,democrat,518.0,1042,50.98425196850393
2012,North Dakota,Steele,38091,Mitt Romney,republican,498.0,1042,49.01574803149607
2012,North Dakota,Stutsman,38093,Barack Obama,democrat,3585.0,9558,38.67313915857604
2012,North Dakota,Stutsman,38093,Mitt Romney,republican,5685.0,9558,61.32686084142395
2012,North Dakota,Towner,38095,Barack Obama,democrat,516.0,1182,45.30289727831431
2012,North Dakota,Towner,38095,Mitt Romney,republican,623.0,1182,54.69710272168569
2012,North Dakota,Traill,38097,Barack Obama,democrat,1811.0,3921,47.570265300761754
2012,North Dakota,Traill,38097,Mitt Romney,republican,1996.0,3921,52.42973469923825
2012,North Dakota,Walsh,38099,Barack Obama,democrat,2124.0,5096,43.02207818513268
2012,North Dakota,Walsh,38099,Mitt Romney,republican,2813.0,5096,56.97792181486732
2012,North Dakota,Ward,38101,Barack Obama,democrat,8441.0,25463,34.21425965708727
2012,North Dakota,Ward,38101,Mitt Romney,republican,16230.0,25463,65.78574034291273
2012,North Dakota,Wells,38103,Barack Obama,democrat,673.0,2379,28.921357971637306
2012,North Dakota,Wells,38103,Mitt Romney,republican,1654.0,2379,71.07864202836271
2012,North Dakota,Williams,38105,Barack Obama,democrat,2322.0,9808,24.42667788764991
2012,North Dakota,Williams,38105,Mitt Romney,republican,7184.0,9808,75.5733221123501
2012,Ohio,Adams,39001,Barack Obama,democrat,3976.0,11089,36.67558343326262
2012,Ohio,Adams,39001,Mitt Romney,republican,6865.0,11089,63.32441656673738
2012,Ohio,Allen,39003,Barack Obama,democrat,17913.0,48235,37.77918380259412
2012,Ohio,Allen,39003,Mitt Romney,republican,29502.0,48235,62.22081619740588
2012,Ohio,Ashland,39005,Barack Obama,democrat,8281.0,24330,34.794117647058826
2012,Ohio,Ashland,39005,Mitt Romney,republican,15519.0,24330,65.20588235294117
2012,Ohio,Ashtabula,39007,Barack Obama,democrat,23803.0,43064,56.53784945725755
2012,Ohio,Ashtabula,39007,Mitt Romney,republican,18298.0,43064,43.46215054274245
2012,Ohio,Athens,39009,Barack Obama,democrat,18307.0,27638,68.18249534450652
2012,Ohio,Athens,39009,Mitt Romney,republican,8543.0,27638,31.817504655493483
2012,Ohio,Auglaize,39011,Barack Obama,democrat,5831.0,23405,25.35217391304348
2012,Ohio,Auglaize,39011,Mitt Romney,republican,17169.0,23405,74.64782608695653
2012,Ohio,Belmont,39013,Barack Obama,democrat,14156.0,31564,45.791550753703824
2012,Ohio,Belmont,39013,Mitt Romney,republican,16758.0,31564,54.208449246296176
2012,Ohio,Brown,39015,Barack Obama,democrat,7107.0,19392,37.360037848919724
2012,Ohio,Brown,39015,Mitt Romney,republican,11916.0,19392,62.639962151080276
2012,Ohio,Butler,39017,Barack Obama,democrat,62388.0,170191,37.23234107564871
2012,Ohio,Butler,39017,Mitt Romney,republican,105176.0,170191,62.7676589243513
2012,Ohio,Carroll,39019,Barack Obama,democrat,5543.0,13262,43.10934826567118
2012,Ohio,Carroll,39019,Mitt Romney,republican,7315.0,13262,56.89065173432882
2012,Ohio,Champaign,39021,Barack Obama,democrat,7044.0,18421,38.940792746973294
2012,Ohio,Champaign,39021,Mitt Romney,republican,11045.0,18421,61.059207253026706
2012,Ohio,Clark,39023,Barack Obama,democrat,31298.0,64144,49.58963146053173
2012,Ohio,Clark,39023,Mitt Romney,republican,31816.0,64144,50.41036853946826
2012,Ohio,Clermont,39025,Barack Obama,democrat,30458.0,96273,32.1741702406355
2012,Ohio,Clermont,39025,Mitt Romney,republican,64208.0,96273,67.82582975936451
2012,Ohio,Clinton,39027,Barack Obama,democrat,5791.0,18144,32.53370786516854
2012,Ohio,Clinton,39027,Mitt Romney,republican,12009.0,18144,67.46629213483146
2012,Ohio,Columbiana,39029,Barack Obama,democrat,19821.0,46051,43.976304579339725
2012,Ohio,Columbiana,39029,Mitt Romney,republican,25251.0,46051,56.02369542066029
2012,Ohio,Coshocton,39031,Barack Obama,democrat,6940.0,15739,45.27071102413568
2012,Ohio,Coshocton,39031,Mitt Romney,republican,8390.0,15739,54.72928897586432
2012,Ohio,Crawford,39033,Barack Obama,democrat,7507.0,19803,38.777829433338496
2012,Ohio,Crawford,39033,Mitt Romney,republican,11852.0,19803,61.222170566661504
2012,Ohio,Cuyahoga,39035,Barack Obama,democrat,447232.0,644281,70.11191707570197
2012,Ohio,Cuyahoga,39035,Mitt Romney,republican,190651.0,644281,29.88808292429803
2012,Ohio,Darke,39037,Barack Obama,democrat,6826.0,25401,27.376273361674823
2012,Ohio,Darke,39037,Mitt Romney,republican,18108.0,25401,72.62372663832518
2012,Ohio,Defiance,39039,Barack Obama,democrat,7732.0,18288,43.17623408532499
2012,Ohio,Defiance,39039,Mitt Romney,republican,10176.0,18288,56.82376591467501
2012,Ohio,Delaware,39041,Barack Obama,democrat,37292.0,98761,38.25369796688754
2012,Ohio,Delaware,39041,Mitt Romney,republican,60194.0,98761,61.74630203311245
2012,Ohio,Erie,39043,Barack Obama,democrat,21793.0,39405,56.24725771067234
2012,Ohio,Erie,39043,Mitt Romney,republican,16952.0,39405,43.75274228932766
2012,Ohio,Fairfield,39045,Barack Obama,democrat,29890.0,72068,42.14370311883143
2012,Ohio,Fairfield,39045,Mitt Romney,republican,41034.0,72068,57.856296881168575
2012,Ohio,Fayette,39047,Barack Obama,democrat,4249.0,11020,39.09283282730702
2012,Ohio,Fayette,39047,Mitt Romney,republican,6620.0,11020,60.90716717269298
2012,Ohio,Franklin,39049,Barack Obama,democrat,346336.0,570983,61.59022483519257
2012,Ohio,Franklin,39049,Mitt Romney,republican,215987.0,570983,38.40977516480741
2012,Ohio,Fulton,39051,Barack Obama,democrat,9073.0,21268,43.597136129931286
2012,Ohio,Fulton,39051,Mitt Romney,republican,11738.0,21268,56.40286387006872
2012,Ohio,Gallia,39053,Barack Obama,democrat,4557.0,12595,37.02770780856422
2012,Ohio,Gallia,39053,Mitt Romney,republican,7750.0,12595,62.97229219143578
2012,Ohio,Geauga,39055,Barack Obama,democrat,19659.0,50997,39.12394523165101
2012,Ohio,Geauga,39055,Mitt Romney,republican,30589.0,50997,60.87605476834898
2012,Ohio,Greene,39057,Barack Obama,democrat,32256.0,83490,39.30063965884862
2012,Ohio,Greene,39057,Mitt Romney,republican,49819.0,83490,60.69936034115138
2012,Ohio,Guernsey,39059,Barack Obama,democrat,7450.0,16814,45.30803381378094
2012,Ohio,Guernsey,39059,Mitt Romney,republican,8993.0,16814,54.69196618621906
2012,Ohio,Hamilton,39061,Barack Obama,democrat,219927.0,418894,53.2184884320259
2012,Ohio,Hamilton,39061,Mitt Romney,republican,193326.0,418894,46.7815115679741
2012,Ohio,Hancock,39063,Barack Obama,democrat,12564.0,35694,35.889964864170025
2012,Ohio,Hancock,39063,Mitt Romney,republican,22443.0,35694,64.11003513582997
2012,Ohio,Hardin,39065,Barack Obama,democrat,4619.0,12449,38.148331681532866
2012,Ohio,Hardin,39065,Mitt Romney,republican,7489.0,12449,61.851668318467134
2012,Ohio,Harrison,39067,Barack Obama,democrat,2950.0,7141,42.33031998852059
2012,Ohio,Harrison,39067,Mitt Romney,republican,4019.0,7141,57.66968001147941
2012,Ohio,Henry,39069,Barack Obama,democrat,5658.0,14236,40.66115702479339
2012,Ohio,Henry,39069,Mitt Romney,republican,8257.0,14236,59.33884297520661
2012,Ohio,Highland,39071,Barack Obama,democrat,6049.0,17839,34.64688699238215
2012,Ohio,Highland,39071,Mitt Romney,republican,11410.0,17839,65.35311300761785
2012,Ohio,Hocking,39073,Barack Obama,democrat,6157.0,12728,49.48561324545893
2012,Ohio,Hocking,39073,Mitt Romney,republican,6285.0,12728,50.51438675454107
2012,Ohio,Holmes,39075,Barack Obama,democrat,2608.0,11536,23.05923961096375
2012,Ohio,Holmes,39075,Mitt Romney,republican,8702.0,11536,76.94076038903627
2012,Ohio,Huron,39077,Barack Obama,democrat,11006.0,24663,45.73256876921798
2012,Ohio,Huron,39077,Mitt Romney,republican,13060.0,24663,54.26743123078202
2012,Ohio,Jackson,39079,Barack Obama,democrat,5166.0,13381,39.5256312165264
2012,Ohio,Jackson,39079,Mitt Romney,republican,7904.0,13381,60.47436878347361
2012,Ohio,Jefferson,39081,Barack Obama,democrat,15385.0,33069,47.456738332459366
2012,Ohio,Jefferson,39081,Mitt Romney,republican,17034.0,33069,52.543261667540634
2012,Ohio,Knox,39083,Barack Obama,democrat,10470.0,28388,37.748774156331116
2012,Ohio,Knox,39083,Mitt Romney,republican,17266.0,28388,62.251225843668884
2012,Ohio,Lake,39085,Barack Obama,democrat,57680.0,118404,49.543049543049534
2012,Ohio,Lake,39085,Mitt Romney,republican,58744.0,118404,50.456950456950466
2012,Ohio,Lawrence,39087,Barack Obama,democrat,10744.0,25833,42.30754085449892
2012,Ohio,Lawrence,39087,Mitt Romney,republican,14651.0,25833,57.69245914550108
2012,Ohio,Licking,39089,Barack Obama,democrat,34201.0,81390,42.9100170631336
2012,Ohio,Licking,39089,Mitt Romney,republican,45503.0,81390,57.089982936866406
2012,Ohio,Logan,39091,Barack Obama,democrat,7062.0,21137,34.124184585648706
2012,Ohio,Logan,39091,Mitt Romney,republican,13633.0,21137,65.87581541435131
2012,Ohio,Lorain,39093,Barack Obama,democrat,81464.0,143253,57.82961474845425
2012,Ohio,Lorain,39093,Mitt Romney,republican,59405.0,143253,42.17038525154576
2012,Ohio,Lucas,39095,Barack Obama,democrat,136616.0,210218,66.1399329963787
2012,Ohio,Lucas,39095,Mitt Romney,republican,69940.0,210218,33.860067003621296
2012,Ohio,Madison,39097,Barack Obama,democrat,6845.0,17517,39.826613137836745
2012,Ohio,Madison,39097,Mitt Romney,republican,10342.0,17517,60.173386862163255
2012,Ohio,Mahoning,39099,Barack Obama,democrat,77059.0,121310,64.37677527151212
2012,Ohio,Mahoning,39099,Mitt Romney,republican,42641.0,121310,35.623224728487884
2012,Ohio,Marion,39101,Barack Obama,democrat,12504.0,27352,46.71074750644402
2012,Ohio,Marion,39101,Mitt Romney,republican,14265.0,27352,53.28925249355598
2012,Ohio,Medina,39103,Barack Obama,democrat,38785.0,90783,43.47947938970663
2012,Ohio,Medina,39103,Mitt Romney,republican,50418.0,90783,56.52052061029338
2012,Ohio,Meigs,39105,Barack Obama,democrat,4027.0,10218,40.58657528724048
2012,Ohio,Meigs,39105,Mitt Romney,republican,5895.0,10218,59.41342471275952
2012,Ohio,Mercer,39107,Barack Obama,democrat,4745.0,21661,22.270721862386182
2012,Ohio,Mercer,39107,Mitt Romney,republican,16561.0,21661,77.72927813761382
2012,Ohio,Miami,39109,Barack Obama,democrat,16383.0,51936,32.13045951087489
2012,Ohio,Miami,39109,Mitt Romney,republican,34606.0,51936,67.8695404891251
2012,Ohio,Monroe,39111,Barack Obama,democrat,3035.0,6782,46.103600182287714
2012,Ohio,Monroe,39111,Mitt Romney,republican,3548.0,6782,53.896399817712286
2012,Ohio,Montgomery,39113,Barack Obama,democrat,137139.0,266278,52.347125734788925
2012,Ohio,Montgomery,39113,Mitt Romney,republican,124841.0,266278,47.652874265211075
2012,Ohio,Morgan,39115,Barack Obama,democrat,2814.0,6129,46.95478057734023
2012,Ohio,Morgan,39115,Mitt Romney,republican,3179.0,6129,53.04521942265977
2012,Ohio,Morrow,39117,Barack Obama,democrat,5933.0,16184,37.55538675781745
2012,Ohio,Morrow,39117,Mitt Romney,republican,9865.0,16184,62.44461324218256
2012,Ohio,Muskingum,39119,Barack Obama,democrat,17001.0,37085,46.87991176065078
2012,Ohio,Muskingum,39119,Mitt Romney,republican,19264.0,37085,53.12008823934924
2012,Ohio,Noble,39121,Barack Obama,democrat,2131.0,5872,37.42536002809975
2012,Ohio,Noble,39121,Mitt Romney,republican,3563.0,5872,62.574639971900254
2012,Ohio,Ottawa,39123,Barack Obama,democrat,11503.0,22456,52.18910212785264
2012,Ohio,Ottawa,39123,Mitt Romney,republican,10538.0,22456,47.81089787214737
2012,Ohio,Paulding,39125,Barack Obama,democrat,3538.0,9128,39.788573999100315
2012,Ohio,Paulding,39125,Mitt Romney,republican,5354.0,9128,60.211426000899685
2012,Ohio,Perry,39127,Barack Obama,democrat,7033.0,14984,47.97407912687585
